id,Տրվել է(օր),Տրվել.է.խանութ.,Սեռ,Տարիքային.խումբ,Համաձայն.է.ստանալ.SMS,Շրջանառություն,Կուտակում,Վճարում
BH137756,06.11.2018,BASIC CENTER Հանրապետության,Женский,,,,1091,
BH137781,20.02.2019,BASIC CENTER Հանրապետության,Женский,,v,34500,1035,
BH137978,16.10.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,12800,291,200
BH138574,15.11.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,21900,757,
BH138621,06.11.2018,COOLCLUB Երևան Մոլլ,Женский,,,56100,1518,
BH138637,09.11.2018,COOLCLUB Երևան Մոլլ,Мужской,,v,18500,177,
BH138788,15.12.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,4700,,
BH138010,19.10.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,22700,217,
BH138041,28.10.2018,BASIC CENTER Կոմիտաս,Мужской,18-ից 25 տարեկան,v,42300,300,200
BH138073,09.11.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,22100,317,
BH138175,11.11.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,15600,,
BH138192,16.11.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,,4900,247,
BH138214,21.10.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,15100,,
BH138270,19.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,,,
BH138340,09.12.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,104900,1656,
BH138396,16.01.2019,BATA Դալմա,Женский,25-ից 45 տարեկան,v,64800,27,
BH138447,11.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,15300,751,
BH138560,13.11.2018,BASIC SHOES Երևան Մոլ,Женский,,v,48000,,
BH133122,24.06.2018,COOLCLUB Երևան Մոլլ,Женский,,v,41900,557,
BH133167,05.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,53800,412,
BH133208,24.06.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,14900,547,
BH133240,01.07.2018,BASIC CENTER Կոմիտաս,Женский,18-ից 25 տարեկան,v,31800,1054,
BH133357,29.06.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,35900,,
BH133503,05.07.2018,BATA Պողոտա,Мужской,,v,2154200,14485,25900
BH133526,02.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,,200,
BH138106,25.10.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,35600,307,300
BH138108,25.10.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,36900,200,
BH138312,19.11.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,23100,,
BH138329,02.12.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,57900,1837,
BH138345,12.12.2018,BATA Դալմա,Женский,45-ից բարձր,v,18100,,
BH138362,23.12.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,47200,117,
BH138461,15.11.2018,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,v,15600,15,
BH138604,01.11.2018,COOLCLUB Երևան Մոլլ,Мужской,,v,11400,15,
BH138684,24.11.2018,COOLCLUB Երևան Մոլլ,Женский,,v,35000,,
BH138744,05.12.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,3900,217,
BH138750,07.12.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,,2109,
BH138778,13.12.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,18700,661,
BH133569,13.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,3000,,
BH133610,01.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,36800,1104,
BH137782,20.02.2019,BASIC CENTER Հանրապետության,Мужской,25-ից 45 տարեկան,,72200,1418,
BH137800,18.02.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,,,
BH137807,07.10.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,,30300,534,
BH137839,17.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,13100,187,
BH138029,23.10.2018,BASIC CENTER Կոմիտաս,Мужской,18-ից 25 տարեկան,,13900,517,
BH138038,28.10.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,25100,384,
BH138084,13.11.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,87700,1355,1100
BH138172,10.11.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,3900,117,
BH138291,25.11.2018,BASIC CENTER Ավան,Мужской,45-ից բարձր,v,42500,,
BH138336,06.12.2018,BATA Դալմա,Мужской,45-ից բարձր,,61800,1954,
BH138436,09.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,46900,100,
BH138518,02.11.2018,BASIC SHOES Երևան Մոլ,Женский,,v,1800,254,
BH133698,28.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,37700,1164,
BH133745,14.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,94300,117,
BH133752,16.07.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,19200,,
BH133808,07.07.2018,BASIC SHOES Երևան Մոլ,Мужской,,v,39700,1191,
BH133819,09.07.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,25800,,
BH133885,28.07.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,34600,1057,
BH133906,15.07.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,11800,200,
BH133932,21.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,25800,,
BH133943,24.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,18900,,
BH134002,10.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,64300,2545,
BH134161,02.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,,,
BH134213,13.07.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,3400,,
BH134216,13.07.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,49500,1008,
BH134247,22.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,702567,18266,
BH134254,25.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,40400,856,
BH134279,01.08.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,37200,844,
BH134398,15.07.2018,BASIC CENTER Հանրապետության,Женский,,v,76400,2292,
BH134460,30.08.2018,BASIC CENTER Հանրապետության,Женский,,v,17900,,
BH133851,19.07.2018,BASIC SHOES Երևան Մոլ,Мужской,18-ից 25 տարեկան,v,17900,537,
BH134077,15.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,77500,1400,
BH134102,16.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,6900,207,
BH134121,21.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,4900,247,
BH134241,20.07.2018,BASIC CENTER Մետրոնոմ,Женский,,v,14700,741,
BH134405,08.08.2018,BASIC CENTER Հանրապետության,Женский,,v,15700,267,
BH137616,16.11.2018,BASIC CENTER Հանրապետության,Женский,,v,17800,734,
BH137619,17.11.2018,BASIC CENTER Հանրապետության,Мужской,45-ից բարձր,,19800,207,
BH133630,07.07.2018,BASIC CENTER Ավան,Мужской,,v,77300,594,
BH133651,13.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,26100,,
BH133683,24.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,17200,,
BH133689,26.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,1060433,9772,13500
BH133779,09.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,,517,
BH133817,09.07.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,23900,717,
BH133821,10.07.2018,BASIC SHOES Երևան Մոլ,Мужской,,v,41200,,
BH133840,15.07.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,,537,
BH133876,23.07.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,8500,,
BH133917,17.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,12000,,
BH134034,13.07.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,4900,247,
BH134100,18.07.2018,BASIC CENTER Դալմա,Мужской,45-ից բարձր,,17000,127,100
BH134107,18.07.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,15200,,
BH134202,10.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,99700,1131,
BH134248,22.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,,39700,514,400
BH134324,27.07.2018,BASIC CENTER Դալմա,Женский,,v,342967,1003,4600
BH134701,18.07.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,11900,,
BH134740,24.07.2018,BASIC CENTER Դալմա,Мужской,18-ից 25 տարեկան,v,13900,417,
BH134752,25.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,164567,157,
BH134816,21.07.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,9600,,
BH134921,05.08.2018,BASIC CENTER Կոմիտաս,Женский,,v,22100,,
BH132505,17.06.2018,COOLCLUB Դալմա,Женский,,v,14000,,
BH132601,22.06.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,,31900,387,
BH132610,24.06.2018,BATA Դալմա,Мужской,45-ից բարձր,v,23900,817,
BH132692,24.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,17800,734,
BH135101,02.08.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,2300,,
BH135133,11.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,14300,,
BH135143,10.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,15300,700,
BH135152,16.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,11800,527,
BH135170,20.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,12700,,
BH135255,16.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4900,106,
BH135292,22.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,19600,844,
BH135424,11.08.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,19700,,
BH135543,23.08.2018,COOLCLUB Երևան Մոլլ,Женский,,,37400,777,
BH137983,18.10.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,21800,357,
BH138126,31.10.2018,BASIC CENTER Մետրոնոմ,Мужской,25-ից 45 տարեկան,,71100,927,
BH138275,21.11.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,14900,324,
BH138534,10.11.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,127500,1471,
BH138548,05.11.2018,BASIC SHOES Երևան Մոլ,Мужской,,,30700,300,
BH138599,22.11.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,23100,,
BH138651,13.11.2018,COOLCLUB Երևան Մոլլ,Женский,,v,7900,237,
BH138710,21.11.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,36800,1504,
BH137804,07.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,29700,1191,
BH137819,11.10.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,28100,400,
BH137853,24.10.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,6200,800,
BH138020,25.10.2018,BASIC CENTER Կոմիտաս,Мужской,,,78700,408,1300
BH138117,29.10.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,19500,627,
BH138151,05.11.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,20900,727,
BH138250,10.11.2018,BASIC CENTER Ավան,Мужской,,,170600,1146,
BH138263,16.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,9400,382,
BH138440,10.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,59800,200,
BH138474,19.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,29900,,
BH138689,16.11.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,21400,561,
BH138695,17.11.2018,COOLCLUB Երևան Մոլլ,Женский,,v,5900,277,
BH137946,09.10.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,,25800,874,
BH137969,14.10.2018,BASIC CENTER Դալմա,Мужской,Մինչև 18 տարեկան,v,3900,217,
BH138052,03.11.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,29000,267,
BH138127,31.10.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,3800,314,
BH138149,05.11.2018,BASIC CENTER Մետրոնոմ,Мужской,,,36000,775,
BH138158,06.11.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,,627,
BH138179,12.11.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,205500,5256,4800
BH138183,13.11.2018,BASIC CENTER Մետրոնոմ,Женский,,v,97400,217,
BH138238,05.11.2018,BASIC CENTER Ավան,Мужской,45-ից բարձր,v,26300,,
BH138252,11.11.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,21100,,
BH138266,17.11.2018,BASIC CENTER Ավան,Мужской,,v,24900,847,
BH138363,23.12.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,21500,,
BH134971,27.08.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,25100,153,
BH134999,10.08.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,612800,1946,
BH132427,18.06.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,101000,,
BH132465,25.06.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,33900,434,
BH132474,03.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,27100,558,
BH132651,02.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,74600,1107,1100
BH132699,24.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,25000,307,
BH135142,10.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,1079967,277,
BH137703,20.02.2019,BASIC CENTER Հանրապետության,Мужской,,,47400,,
BH137746,18.02.2019,BASIC CENTER Հանրապետության,Женский,,v,4500,,
BH137822,13.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,785433,564,
BH137854,24.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,10300,309,
BH137878,28.10.2018,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,v,13300,500,
BH138098,19.11.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,25400,507,
BH138287,24.11.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,27000,,
BH138294,25.11.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,39900,,
BH138304,17.11.2018,BATA Դալմա,Женский,45-ից բարձր,v,58900,1767,
BH138305,18.11.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,,25900,87,
BH138319,23.11.2018,BATA Դալմա,Женский,18-ից 25 տարեկան,v,71600,594,
BH138483,22.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,23100,480,
BH138596,21.11.2018,BASIC SHOES Երևան Մոլ,Женский,,,30400,1107,
BH133484,05.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,80500,,
BH133543,06.08.2018,BASIC CENTER Կոմիտաս,Мужской,45-ից բարձր,v,211200,57,1800
BH133561,10.08.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,13900,517,
BH133587,16.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,,825,
BH133620,03.07.2018,BASIC CENTER Ավան,Женский,18-ից 25 տարեկան,v,3500,,
BH133688,26.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,105100,2142,2100
BH133762,08.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,21500,,
BH134085,17.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,5900,277,
BH134162,02.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,22000,,
BH134249,23.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,12800,,
BH134332,30.07.2018,BASIC CENTER Հանրապետության,Женский,,,38000,,
BH134506,04.10.2018,BASIC CENTER Կոմիտաս,Мужской,18-ից 25 տարեկան,,91700,100,
BH134519,25.09.2018,BASIC CENTER Հանրապետության,Женский,,v,37900,1237,
BH134840,27.07.2018,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,v,26200,297,200
BH134981,31.08.2018,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,,162500,559,
BH133097,20.06.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,27900,57,
BH133277,08.07.2018,BASIC CENTER Կոմիտաս,Женский,,v,50600,454,500
BH133321,24.06.2018,BASIC CENTER Մետրոնոմ,Женский,,v,75300,1457,1100
BH134436,14.08.2018,BASIC CENTER Հանրապետության,Женский,,v,41300,1141,
BH138486,22.11.2018,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,v,6300,,
BH138563,14.11.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,65900,2077,
BH138633,08.11.2018,COOLCLUB Երևան Մոլլ,Женский,,v,19700,891,
BH134474,26.08.2018,BASIC CENTER Հանրապետության,Женский,,,12500,,
BH134534,19.09.2018,BASIC CENTER Հանրապետության,Женский,,v,16900,607,
BH134562,02.09.2018,BASIC CENTER Հանրապետության,Мужской,18-ից 25 տարեկան,v,8700,,
BH134608,16.07.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,16000,,
BH134617,18.07.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,47100,1713,
BH134655,25.07.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,35500,1232,1000
BH134821,23.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,,,
BH134830,25.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,,,
BH134990,03.09.2018,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,v,11100,,
BH132472,03.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,17900,637,
BH132544,27.06.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,26800,444,
BH132580,05.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,207600,801,
BH132598,01.07.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,15100,,
BH132653,03.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,32900,1087,
BH135027,05.08.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,15500,,
BH135031,06.08.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,,1551,
BH137408,12.10.2018,COOLCLUB Երևան Մոլլ,Женский,,,56500,834,
BH137433,05.10.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,31000,491,
BH137440,06.10.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,11900,457,
BH137473,28.10.2018,COOLCLUB Երևան Մոլլ,Женский,,v,7100,,
BH137492,26.10.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,42800,257,
BH137505,03.10.2018,BASIC CENTER Հանրապետության,Женский,,v,2700,,
BH137519,19.10.2018,BASIC CENTER Հանրապետության,Женский,,v,37300,177,
BH137576,04.11.2018,BASIC CENTER Հանրապետության,Женский,,,86100,513,
BH134482,22.08.2018,BASIC CENTER Հանրապետության,Мужской,,v,75700,2571,
BH134603,15.07.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,5000,,
BH134616,18.07.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,373233,1509,
BH133344,28.06.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,3900,,
BH133494,05.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,20900,100,
BH133533,03.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,10300,,
BH133604,29.06.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,38800,1124,
BH133657,17.10.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,119200,984,1200
BH133838,14.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,13900,517,
BH133977,03.08.2018,COOLCLUB Դալմա,Мужской,18-ից 25 տարեկան,v,4700,,
BH135202,08.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,26700,801,
BH135206,08.08.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,8900,100,
BH135349,07.09.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,5200,,
BH135378,15.09.2018,BASIC CENTER Ավան,Мужской,45-ից բարձր,v,18900,567,
BH135487,21.08.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,26300,,
BH135501,12.08.2018,COOLCLUB Երևան Մոլլ,Женский,,v,12900,387,
BH135532,18.08.2018,COOLCLUB Երևան Մոլլ,Женский,,v,4800,,
BH135599,04.09.2018,COOLCLUB Երևան Մոլլ,Женский,,v,5000,605,
BH135635,27.08.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,93400,371,
BH135661,11.09.2018,BATA Ավան,Женский,25-ից 45 տարեկան,v,357367,1560,1200
BH138538,11.11.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,8700,,
BH138585,18.11.2018,BASIC SHOES Երևան Մոլ,Женский,,v,9900,397,
BH138715,23.11.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,36900,487,
BH138724,25.11.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,14200,,
BH138753,24.06.2019,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,520600,677,
BH136746,22.09.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,46400,,
BH136764,25.09.2018,BASIC CENTER Դալմա,Женский,,,95500,2865,
BH136779,28.09.2018,BASIC CENTER Դալմա,Мужской,,v,45900,1377,
BH136826,20.09.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,,,
BH134437,14.08.2018,BASIC CENTER Հանրապետության,Женский,,v,2900,187,
BH134548,21.09.2018,BASIC CENTER Հանրապետության,Женский,,v,20400,,
BH134575,09.09.2018,BASIC CENTER Հանրապետության,Женский,18-ից 25 տարեկան,v,164700,4995,2100
BH134590,16.09.2018,BASIC CENTER Հանրապետության,Мужской,,v,7300,123,
BH134609,02.09.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,113967,,
BH138290,24.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,62200,200,
BH138397,16.01.2019,BATA Դալմա,Женский,25-ից 45 տարեկան,v,165600,894,
BH138454,13.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,19500,400,
BH138464,16.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,9800,294,
BH072929,20.08.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,44500,234,1100
BH133008,13.06.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,228400,177,
BH133158,03.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,8800,,
BH133440,01.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,,,
BH133492,05.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,47300,1134,
BH133528,02.08.2018,BASIC CENTER Ավան,Женский,,v,1142667,7814,
BH133560,10.08.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,539400,16829,7600
BH133660,16.07.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,204200,3949,1500
BH133346,28.06.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,237633,1721,3000
BH133378,04.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,20700,100,
BH133380,04.07.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,,1450800,23805,25100
BH133401,27.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,73400,877,
BH133501,27.07.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,1723000,18747,20000
BH133535,04.08.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,20500,,
BH133597,18.08.2018,BASIC CENTER Ավան,Женский,,v,73500,1232,100
BH133619,03.07.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,79300,460,
BH133754,16.07.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,43900,1317,
BH134691,01.08.2018,BASIC CENTER Կոմիտաս,Женский,,v,155300,1681,
BH134725,22.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,17100,222,
BH134829,25.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,200,6,
BH132525,22.06.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,32100,681,
BH132538,26.06.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,,,
BH135019,04.08.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,10700,,
BH135061,12.08.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,26200,,
BH135116,08.08.2018,BASIC CENTER Հանրապետության,Женский,,v,485833,4083,4700
BH135118,04.08.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,19800,514,
BH135256,17.08.2018,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,v,2900,187,
BH135265,18.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,21800,654,
BH135334,01.09.2018,BASIC CENTER Ավան,Женский,,v,22700,,
BH135386,18.09.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,2408400,26190,35800
BH135425,11.08.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,16200,,
BH137735,26.02.2019,BASIC CENTER Հանրապետության,Женский,,v,3100,57,
BH137785,09.09.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,40400,,
BH137813,09.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,14800,187,
BH137920,06.10.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,43900,1317,
BH137966,13.10.2018,BASIC CENTER Դալմա,Мужской,45-ից բարձր,v,49300,117,
BH137995,21.10.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,57800,267,
BH138012,20.10.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,1500,,
BH138144,04.11.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,71500,842,800
BH138498,26.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,11900,292,
